"ensembl_gene_id","external_gene_name","gene_biotype","external_gene_source","postip_21c_3.5","postip_21c_1.23","postip_21c_1.9","postip_21s_6.11","postip_21s_3.15","postip_21s_1.23","preip_21c_3.5","preip_21c_1.23","preip_21c_1.9","preip_21s_6.11","preip_21s_3.15","preip_21s_1.23"
"ENSMUSG00000001305","Rrp15","protein_coding","MGI Symbol",69,25,125,60,102,138,100,31,33,67,70,97
"ENSMUSG00000001313","Rnd2","protein_coding","MGI Symbol",3822,4201,5107,4570,5517,4419,7922,7143,7172,6759,6736,7314
"ENSMUSG00000001323","Srr","protein_coding","MGI Symbol",598,544,591,164,571,476,634,502,493,341,556,575
"ENSMUSG00000001333","Sync","protein_coding","MGI Symbol",305,311,34,43,66,109,66,19,21,23,44,32
"ENSMUSG00000001334","Fndc5","protein_coding","MGI Symbol",1968,1204,2349,2294,3068,2990,2304,2212,2634,2002,1665,2885
"ENSMUSG00000001348","Acp5","protein_coding","MGI Symbol",0,18,0,1,0,2,1,21,1,3,0,15
"ENSMUSG00000001349","Cnn1","protein_coding","MGI Symbol",51,8,27,7,1,22,26,26,8,9,22,24
"ENSMUSG00000001366","Fbxo9","protein_coding","MGI Symbol",7488,3049,6533,3339,8970,3977,3293,2306,2347,3013,3185,2627
"ENSMUSG00000001376","Ccdc132","protein_coding","MGI Symbol",700,637,441,208,998,860,703,654,360,622,639,629
"ENSMUSG00000001380","Hars","protein_coding","MGI Symbol",1915,1427,1995,1415,2994,1218,1345,1421,1342,1376,1067,1364
"ENSMUSG00000001383","Zmat2","protein_coding","MGI Symbol",2468,1779,3269,2316,5216,2779,2124,1887,1878,2328,1836,2330
"ENSMUSG00000001403","Ube2c","protein_coding","MGI Symbol",19,39,51,30,60,7,78,108,47,82,43,79
"ENSMUSG00000001415","Smg5","protein_coding","MGI Symbol",815,473,658,522,657,417,754,702,799,565,584,623
"ENSMUSG00000001416","Cct3","protein_coding","MGI Symbol",1247,1186,1126,697,1389,870,908,757,730,1180,631,696
"ENSMUSG00000001418","Glmp","protein_coding","MGI Symbol",651,443,319,669,326,359,554,739,733,727,223,649
"ENSMUSG00000001419","Mef2d","protein_coding","MGI Symbol",4682,3114,3179,3083,3114,3006,4493,5702,5228,3160,3330,5820
"ENSMUSG00000001420","Tmem79","protein_coding","MGI Symbol",0,8,0,0,0,1,1,2,0,0,0,8
"ENSMUSG00000001424","Snd1","protein_coding","MGI Symbol",623,408,500,606,544,414,691,670,809,606,521,743
"ENSMUSG00000001435","Col18a1","protein_coding","MGI Symbol",9,4,49,7,3,15,26,72,52,32,19,86
"ENSMUSG00000001436","Slc19a1","protein_coding","MGI Symbol",330,323,239,131,197,122,141,223,242,172,97,153
"ENSMUSG00000001440","Kpnb1","protein_coding","MGI Symbol",2903,1562,2392,932,2259,1414,2746,2202,2018,1796,2226,2261
"ENSMUSG00000001441","Npepps","protein_coding","MGI Symbol",1236,828,881,445,1097,962,1356,1506,1276,1163,1195,1666
"ENSMUSG00000001444","Tbx21","protein_coding","MGI Symbol",0,0,0,0,0,1,1,0,1,0,0,0
"ENSMUSG00000001445","Mrpl10","protein_coding","MGI Symbol",967,1026,722,736,1025,744,571,616,612,446,367,700
"ENSMUSG00000001467","Cyp51","protein_coding","MGI Symbol",2147,1218,1994,1159,1175,1230,4166,2609,3295,4986,2820,3533
"ENSMUSG00000001472","Tcf25","protein_coding","MGI Symbol",17041,11519,14162,15824,22330,13624,14190,14038,14063,12036,8521,14283
"ENSMUSG00000001473","Tubb6","protein_coding","MGI Symbol",320,384,116,76,113,98,201,159,227,117,60,141
"ENSMUSG00000001482","Def8","protein_coding","MGI Symbol",1389,909,976,809,1547,702,798,800,664,646,542,701
"ENSMUSG00000001493","Meox1","protein_coding","MGI Symbol",6,21,3,7,47,1,64,27,62,73,53,69
"ENSMUSG00000001494","Sost","protein_coding","MGI Symbol",0,0,0,7,0,15,1,4,1,2,2,5
"ENSMUSG00000001496","Nkx2-1","protein_coding","MGI Symbol",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000001497","Pax9","protein_coding","MGI Symbol",0,0,0,0,0,0,2,0,3,0,1,0
"ENSMUSG00000001504","Irx2","protein_coding","MGI Symbol",64,19,17,35,28,58,41,27,29,45,38,51
"ENSMUSG00000001506","Col1a1","protein_coding","MGI Symbol",184,278,646,58,169,133,986,4132,1298,637,408,1934
"ENSMUSG00000001507","Itga3","protein_coding","MGI Symbol",1338,1173,867,283,453,535,393,448,477,279,198,516
"ENSMUSG00000001508","Sgca","protein_coding","MGI Symbol",3,0,7,5,0,0,3,3,2,6,9,5
"ENSMUSG00000001510","Dlx3","protein_coding","MGI Symbol",18,16,0,2,0,0,5,17,21,1,1,10
"ENSMUSG00000001517","Foxm1","protein_coding","MGI Symbol",58,132,40,25,39,43,80,120,42,68,51,105
"ENSMUSG00000001518","Itfg2","protein_coding","MGI Symbol",260,119,339,154,325,331,273,379,234,253,220,312
"ENSMUSG00000001520","Nrip2","protein_coding","MGI Symbol",966,1036,642,958,899,961,839,826,814,602,557,855
"ENSMUSG00000001521","Tulp3","protein_coding","MGI Symbol",112,163,163,80,131,77,362,400,396,279,295,350
"ENSMUSG00000001524","Gtf2h4","protein_coding","MGI Symbol",150,88,117,162,76,76,114,122,138,123,77,112
"ENSMUSG00000001525","Tubb5","protein_coding","MGI Symbol",13175,11583,11402,7434,9014,6443,6279,8316,7069,5931,3527,7384
"ENSMUSG00000001542","Ell2","protein_coding","MGI Symbol",860,920,550,102,396,403,873,819,706,583,867,1045
"ENSMUSG00000001552","Jup","protein_coding","MGI Symbol",621,412,592,138,90,136,699,1038,895,538,302,921
"ENSMUSG00000001555","Fkbp10","protein_coding","MGI Symbol",8,26,3,4,4,0,41,59,36,58,22,37
"ENSMUSG00000001558","Klhl10","protein_coding","MGI Symbol",0,0,14,14,0,0,10,1,7,7,4,3
"ENSMUSG00000001566","Mnx1","protein_coding","MGI Symbol",538,292,404,24,35,77,41,40,18,23,19,33
"ENSMUSG00000001569","Nom1","protein_coding","MGI Symbol",318,175,235,130,342,245,279,204,195,246,290,218
"ENSMUSG00000001576","Ergic1","protein_coding","MGI Symbol",2514,2525,2280,1434,2423,1633,1143,1242,1183,1066,852,1250
"ENSMUSG00000001583","Tnk1","protein_coding","MGI Symbol",2,2,17,1,0,1,2,0,8,4,9,1
"ENSMUSG00000001588","Acap1","protein_coding","MGI Symbol",1,0,0,0,0,0,3,2,6,14,4,3
"ENSMUSG00000001604","Tcea3","protein_coding","MGI Symbol",162,129,215,5,35,19,50,45,26,17,22,25
"ENSMUSG00000001622","Csn3","protein_coding","MGI Symbol",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000001627","Ifrd1","protein_coding","MGI Symbol",177,55,188,107,401,238,313,159,171,248,376,225
"ENSMUSG00000001630","Stk38l","protein_coding","MGI Symbol",850,421,483,199,456,370,398,218,227,279,322,295
"ENSMUSG00000001632","Brpf1","protein_coding","MGI Symbol",422,219,312,224,300,178,441,457,369,336,250,513
"ENSMUSG00000001642","Akr1b3","protein_coding","MGI Symbol",91,133,174,114,113,89,107,109,130,114,96,111
"ENSMUSG00000001655","Hoxc13","protein_coding","MGI Symbol",57,98,17,68,121,118,66,99,99,53,91,124
"ENSMUSG00000001656","Hoxc11","protein_coding","MGI Symbol",84,51,82,98,101,157,79,97,125,62,78,132
"ENSMUSG00000001657","Hoxc8","protein_coding","MGI Symbol",1706,760,732,437,988,765,1319,993,924,902,1104,1050
"ENSMUSG00000001661","Hoxc6","protein_coding","MGI Symbol",396,415,316,153,448,311,314,284,332,266,230,261
"ENSMUSG00000001663","Gstt1","protein_coding","MGI Symbol",57,75,114,187,289,141,166,140,146,170,92,141
"ENSMUSG00000001665","Gstt3","protein_coding","MGI Symbol",30,34,18,14,7,4,83,59,92,62,50,86
"ENSMUSG00000001666","Ddt","protein_coding","MGI Symbol",665,410,623,572,807,625,362,423,402,470,306,436
"ENSMUSG00000001670","Tat","protein_coding","MGI Symbol",0,0,0,0,0,0,0,0,0,0,4,0
"ENSMUSG00000001672","Marveld3","protein_coding","MGI Symbol",0,0,1,3,1,4,0,11,9,2,0,3
"ENSMUSG00000001674","Ddx18","protein_coding","MGI Symbol",148,197,229,83,170,147,98,129,83,95,71,132
"ENSMUSG00000001687","Ubl3","protein_coding","MGI Symbol",2839,2087,2075,1064,2368,2675,2834,2979,2608,2429,2492,2925
"ENSMUSG00000001700","Gramd3","protein_coding","MGI Symbol",119,100,144,58,57,50,589,454,408,550,536,511
"ENSMUSG00000001707","Eef1e1","protein_coding","MGI Symbol",393,233,375,168,517,340,249,189,148,314,193,186
"ENSMUSG00000001729","Akt1","protein_coding","MGI Symbol",2411,1267,1503,1677,1665,1557,1834,1574,1952,1428,1043,1679
"ENSMUSG00000001739","Cldn15","protein_coding","MGI Symbol",4,1,27,0,1,8,2,1,6,2,5,1
"ENSMUSG00000001741","Il16","protein_coding","MGI Symbol",10,4,19,3,10,6,51,79,76,39,25,44
"ENSMUSG00000001750","Tcirg1","protein_coding","MGI Symbol",66,22,12,18,6,16,106,97,80,55,66,98
"ENSMUSG00000001751","Naglu","protein_coding","MGI Symbol",36,27,5,30,2,7,52,86,76,52,15,73
"ENSMUSG00000001755","Coasy","protein_coding","MGI Symbol",721,418,379,455,538,399,409,436,549,425,321,608
"ENSMUSG00000001761","Smo","protein_coding","MGI Symbol",73,31,84,59,14,41,237,172,202,169,118,183
"ENSMUSG00000001763","Tspan33","protein_coding","MGI Symbol",384,236,187,176,175,244,168,205,137,238,125,247
"ENSMUSG00000001767","Crnkl1","protein_coding","MGI Symbol",159,67,47,64,220,124,185,145,92,142,142,129
"ENSMUSG00000001768","Rin2","protein_coding","MGI Symbol",79,9,39,42,92,100,355,276,313,248,267,282
"ENSMUSG00000001773","Folh1","protein_coding","MGI Symbol",18,23,17,13,30,54,63,88,49,75,69,50
"ENSMUSG00000001774","Chordc1","protein_coding","MGI Symbol",1306,612,1119,549,1163,1031,679,689,533,797,711,844
"ENSMUSG00000001783","Rtcb","protein_coding","MGI Symbol",1085,706,681,1028,793,650,1332,1263,1144,1229,822,1230
"ENSMUSG00000001785","Pwp1","protein_coding","MGI Symbol",257,146,226,129,164,178,202,211,139,150,228,200
"ENSMUSG00000001786","Fbxo7","protein_coding","MGI Symbol",504,321,487,274,328,357,929,620,687,656,884,843
"ENSMUSG00000001794","Capns1","protein_coding","MGI Symbol",37581,28267,31265,12805,13104,10073,11891,11220,11938,9028,5914,10269
"ENSMUSG00000001802","Lrp3","protein_coding","MGI Symbol",679,218,222,400,327,362,450,496,491,300,235,361
"ENSMUSG00000001804","Dsg4","protein_coding","MGI Symbol",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000001815","Evx2","protein_coding","MGI Symbol",15,3,6,13,2,9,13,3,2,8,14,8
"ENSMUSG00000001819","Hoxd13","protein_coding","MGI Symbol",0,1,0,17,46,0,5,5,14,8,9,5
"ENSMUSG00000001823","Hoxd12","protein_coding","MGI Symbol",0,0,0,0,0,3,1,0,0,0,4,2
"ENSMUSG00000001827","Folr1","protein_coding","MGI Symbol",5,4,32,0,1,9,1,2,3,0,3,5
"ENSMUSG00000001829","Clpb","protein_coding","MGI Symbol",316,275,310,180,334,216,219,232,152,199,129,216
"ENSMUSG00000001833","Sept7","protein_coding","MGI Symbol",1812,1042,1523,326,1848,1562,2128,1785,1457,2326,2288,2170
"ENSMUSG00000001844","Zdhhc4","protein_coding","MGI Symbol",513,326,403,280,378,300,259,336,408,301,193,310
"ENSMUSG00000001847","Rac1","protein_coding","MGI Symbol",9339,5920,7556,4334,9346,5265,8815,7289,6457,7729,7567,7784
"ENSMUSG00000001855","Nup214","protein_coding","MGI Symbol",640,349,471,292,404,376,980,1166,1123,638,565,1158
"ENSMUSG00000001864","Aif1l","protein_coding","MGI Symbol",20,27,41,31,1,25,295,424,518,337,146,401
"ENSMUSG00000001865","Cpa3","protein_coding","MGI Symbol",0,0,1,0,0,0,0,4,1,0,0,0
"ENSMUSG00000001870","Ltbp1","protein_coding","MGI Symbol",60,21,17,8,151,30,65,118,102,90,72,56
"ENSMUSG00000001891","Ugp2","protein_coding","MGI Symbol",1410,1053,829,414,897,991,761,713,536,626,713,639
"ENSMUSG00000001901","Kcnh6","protein_coding","MGI Symbol",54,27,27,27,34,44,56,61,32,50,40,59
"ENSMUSG00000001909","Trmt1","protein_coding","MGI Symbol",298,214,239,238,201,142,231,240,283,288,240,207
"ENSMUSG00000001910","Nacc1","protein_coding","MGI Symbol",2011,1697,2141,1575,1766,1103,2552,2431,2547,1829,1521,2713
"ENSMUSG00000001911","Nfix","protein_coding","MGI Symbol",907,807,923,462,446,337,3131,2949,3262,1938,2452,4125
"ENSMUSG00000001918","Slc1a5","protein_coding","MGI Symbol",30,0,15,6,26,8,29,71,18,16,15,34
"ENSMUSG00000001924","Uba1","protein_coding","MGI Symbol",6040,6553,5693,4795,5655,4623,4919,6135,5277,4333,3120,5684
"ENSMUSG00000001930","Vwf","protein_coding","MGI Symbol",20,0,29,24,4,18,95,131,183,30,32,70
"ENSMUSG00000001942","Siae","protein_coding","MGI Symbol",433,603,443,294,482,434,331,329,305,298,231,256
"ENSMUSG00000001943","Vsig2","protein_coding","MGI Symbol",3,0,1,0,0,0,10,10,8,1,11,16
"ENSMUSG00000001946","Esam","protein_coding","MGI Symbol",20,3,23,17,189,30,20,59,69,21,28,30
"ENSMUSG00000001948","Spa17","protein_coding","MGI Symbol",76,118,65,35,75,80,43,38,31,36,66,62
"ENSMUSG00000001962","Fam50a","protein_coding","MGI Symbol",274,153,216,93,300,138,279,225,197,236,228,250
"ENSMUSG00000001964","Emd","protein_coding","MGI Symbol",1043,870,1231,999,1443,673,776,724,651,730,546,833
"ENSMUSG00000001983","Taco1","protein_coding","MGI Symbol",237,69,164,100,225,76,166,148,154,145,88,160
"ENSMUSG00000001985","Grik3","protein_coding","MGI Symbol",166,81,496,293,400,323,625,784,809,410,517,778
"ENSMUSG00000001986","Gria3","protein_coding","MGI Symbol",2198,1477,1425,475,1780,1857,1534,1303,940,1078,1427,1492
"ENSMUSG00000001988","Npas1","protein_coding","MGI Symbol",93,64,90,37,10,35,55,33,27,24,28,25
"ENSMUSG00000001995","Sipa1l2","protein_coding","MGI Symbol",558,239,464,567,800,554,1001,937,963,805,558,1039
"ENSMUSG00000001998","Ap4e1","protein_coding","MGI Symbol",49,55,43,32,116,59,134,187,90,98,180,165
"ENSMUSG00000001999","Blvra","protein_coding","MGI Symbol",229,283,325,167,556,340,260,223,251,263,230,275
"ENSMUSG00000002006","Pdzd4","protein_coding","MGI Symbol",717,245,816,407,1199,667,666,613,611,482,650,777
"ENSMUSG00000002007","Srpk3","protein_coding","MGI Symbol",3,2,10,1,48,0,25,30,17,27,35,36
"ENSMUSG00000002010","Idh3g","protein_coding","MGI Symbol",3751,4419,3869,3549,4988,3534,3332,3103,3076,3229,2135,3241
"ENSMUSG00000002012","Pnck","protein_coding","MGI Symbol",644,581,786,1295,1504,1001,756,887,885,1107,622,806
"ENSMUSG00000002014","Ssr4","protein_coding","MGI Symbol",456,445,608,493,808,464,362,437,455,473,305,315
"ENSMUSG00000002015","Bcap31","protein_coding","MGI Symbol",1995,1480,1204,1009,1523,1187,1279,1041,1034,1483,781,1186
"ENSMUSG00000002017","Fam98a","protein_coding","MGI Symbol",1069,778,737,638,933,591,971,807,739,725,808,1010
"ENSMUSG00000002020","Ltbp2","protein_coding","MGI Symbol",2,0,14,0,0,0,5,1,2,5,3,9
"ENSMUSG00000002028","Kmt2a","protein_coding","MGI Symbol",1298,852,1249,286,702,892,2181,1578,1733,1361,2041,1869
"ENSMUSG00000002031","Ift46","protein_coding","MGI Symbol",696,720,1073,358,1490,690,718,558,654,573,556,653
"ENSMUSG00000002032","Tmem25","protein_coding","MGI Symbol",254,321,331,596,689,436,469,597,642,357,309,593
"ENSMUSG00000002033","Cd3g","protein_coding","MGI Symbol",0,0,0,0,0,1,0,0,0,0,0,0
"ENSMUSG00000002043","Trappc6a","protein_coding","MGI Symbol",122,121,179,76,159,111,63,70,68,101,54,63
"ENSMUSG00000002052","Supt6","protein_coding","MGI Symbol",2306,2013,1601,1245,1452,1042,2570,2481,2341,1979,2225,2726
"ENSMUSG00000002055","Spag5","protein_coding","MGI Symbol",50,33,53,17,20,36,207,180,197,187,237,180
"ENSMUSG00000002057","Foxn1","protein_coding","MGI Symbol",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000002058","Unc119","protein_coding","MGI Symbol",325,240,229,332,822,350,269,246,203,310,170,204
"ENSMUSG00000002059","Rab34","protein_coding","MGI Symbol",115,49,71,39,82,33,188,176,201,137,144,142
"ENSMUSG00000002064","Sdf2","protein_coding","MGI Symbol",820,379,742,524,1090,511,539,431,497,869,397,503
"ENSMUSG00000002068","Ccne1","protein_coding","MGI Symbol",270,257,203,229,315,265,187,133,196,172,77,158
"ENSMUSG00000002076","Hsf2bp","protein_coding","MGI Symbol",0,0,1,24,20,29,6,4,2,45,3,7
"ENSMUSG00000002083","Bbc3","protein_coding","MGI Symbol",41,39,59,11,1,10,31,44,37,10,24,33
"ENSMUSG00000002100","Mybpc3","protein_coding","MGI Symbol",0,0,0,9,4,6,7,11,10,16,2,10
"ENSMUSG00000002102","Psmc3","protein_coding","MGI Symbol",1850,2090,2136,1439,2885,1309,1632,1792,1390,1660,1476,2027
"ENSMUSG00000002103","Acp2","protein_coding","MGI Symbol",845,446,513,599,784,590,617,730,651,670,573,708
"ENSMUSG00000002104","Rapsn","protein_coding","MGI Symbol",48,21,44,79,60,48,11,34,14,27,32,48
"ENSMUSG00000002105","Slc39a13","protein_coding","MGI Symbol",1228,1004,1798,1296,1459,968,962,1065,1149,722,660,995
"ENSMUSG00000002107","Celf2","protein_coding","MGI Symbol",438,440,651,369,1160,748,1480,1621,1155,1113,2001,1516
"ENSMUSG00000002108","Nr1h3","protein_coding","MGI Symbol",180,97,51,9,25,71,69,55,90,35,25,30
"ENSMUSG00000002109","Ddb2","protein_coding","MGI Symbol",22,6,21,22,137,21,54,39,29,26,48,49
"ENSMUSG00000002111","Spi1","protein_coding","MGI Symbol",0,28,13,3,0,0,50,61,101,60,29,68
"ENSMUSG00000002129","Sf3a1","protein_coding","MGI Symbol",815,604,483,564,561,599,1171,1456,1418,956,711,1478
"ENSMUSG00000002147","Stat6","protein_coding","MGI Symbol",47,43,80,12,28,22,56,66,37,48,27,52
"ENSMUSG00000002190","Clgn","protein_coding","MGI Symbol",524,297,488,204,284,392,854,626,559,901,627,620
"ENSMUSG00000002204","Napsa","protein_coding","MGI Symbol",1,0,0,0,0,4,5,7,6,4,7,2
"ENSMUSG00000002205","Vrk3","protein_coding","MGI Symbol",235,245,247,164,271,146,262,224,271,206,146,248
"ENSMUSG00000002210","Smg9","protein_coding","MGI Symbol",242,251,338,168,406,131,283,365,325,202,191,275
"ENSMUSG00000002221","Paxip1","protein_coding","MGI Symbol",1079,1004,827,567,1663,885,1477,1060,1036,884,1084,1217
"ENSMUSG00000002222","Rmnd5a","protein_coding","MGI Symbol",1233,547,668,466,1483,1310,1814,1299,795,966,1722,1182
"ENSMUSG00000002227","Mov10","protein_coding","MGI Symbol",30,56,96,18,19,3,42,59,44,20,44,61
"ENSMUSG00000002228","Ppm1j","protein_coding","MGI Symbol",211,156,134,26,12,41,13,27,28,22,6,34
"ENSMUSG00000002233","Rhoc","protein_coding","MGI Symbol",92,55,164,28,12,31,117,186,129,231,101,180
"ENSMUSG00000002240","Prr27","protein_coding","MGI Symbol",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000002249","Tead3","protein_coding","MGI Symbol",16,1,11,13,8,11,43,49,76,14,28,44
"ENSMUSG00000002250","Ppard","protein_coding","MGI Symbol",505,277,488,292,479,356,834,1045,769,423,475,839
"ENSMUSG00000002257","Def6","protein_coding","MGI Symbol",108,48,21,50,19,28,58,66,34,33,22,34
"ENSMUSG00000002265","Peg3","protein_coding","MGI Symbol",10042,7774,7690,7636,13533,10550,12024,10875,8711,8391,12265,12243
"ENSMUSG00000002266","Zim1","protein_coding","MGI Symbol",53,123,140,8,41,46,51,72,51,34,75,44
"ENSMUSG00000002274","Metrn","protein_coding","MGI Symbol",26,18,124,61,26,33,175,199,208,199,140,199
"ENSMUSG00000002279","Lmf1","protein_coding","MGI Symbol",755,643,415,310,188,180,496,447,406,476,235,299
"ENSMUSG00000002280","Narfl","protein_coding","MGI Symbol",317,233,338,178,463,287,168,184,183,176,134,155
"ENSMUSG00000002289","Angptl4","protein_coding","MGI Symbol",11,8,28,3,18,16,31,30,18,14,6,11
"ENSMUSG00000002297","Dbf4","protein_coding","MGI Symbol",15,42,72,4,7,37,7,10,8,11,19,17
"ENSMUSG00000002307","Daxx","protein_coding","MGI Symbol",453,226,146,250,356,250,356,317,306,329,303,277
"ENSMUSG00000002308","Cd320","protein_coding","MGI Symbol",162,269,219,153,445,290,162,232,250,315,132,202
"ENSMUSG00000002319","Ipo4","protein_coding","MGI Symbol",1138,1276,955,892,996,510,1040,1102,1072,811,491,1055
"ENSMUSG00000002320","Tm9sf1","protein_coding","MGI Symbol",246,62,124,166,62,154,286,259,216,272,128,271
"ENSMUSG00000002324","Rec8","protein_coding","MGI Symbol",168,128,50,179,324,123,163,130,74,157,129,141
"ENSMUSG00000002325","Irf9","protein_coding","MGI Symbol",51,80,82,31,23,31,110,159,102,86,100,112
"ENSMUSG00000002326","Gmpr2","protein_coding","MGI Symbol",356,116,276,128,195,113,291,164,165,265,191,165
"ENSMUSG00000002329","Mdp1","protein_coding","MGI Symbol",828,389,601,327,745,449,488,353,354,493,397,543
"ENSMUSG00000002332","Dhrs1","protein_coding","MGI Symbol",2312,1959,1516,1089,918,773,1868,1738,1783,1745,917,1736
"ENSMUSG00000002341","Ncan","protein_coding","MGI Symbol",1437,741,1257,768,1155,835,2354,2341,2921,3398,1719,2493
"ENSMUSG00000002342","Tmem161a","protein_coding","MGI Symbol",363,114,120,149,125,109,252,267,216,252,210,279
"ENSMUSG00000002343","Armc6","protein_coding","MGI Symbol",292,129,159,160,166,84,143,182,189,137,106,131
"ENSMUSG00000002345","2310045N01Rik","protein_coding","MGI Symbol",942,1020,853,479,771,541,859,818,966,871,453,650
"ENSMUSG00000002346","Slc25a42","protein_coding","MGI Symbol",465,205,355,261,388,304,583,639,580,329,532,754
"ENSMUSG00000002365","Snx9","protein_coding","MGI Symbol",70,161,81,37,38,38,259,205,177,90,113,121
"ENSMUSG00000002372","Ranbp3","protein_coding","MGI Symbol",517,392,439,496,829,471,552,556,499,527,309,471
"ENSMUSG00000002379","Ndufa11","protein_coding","MGI Symbol",3425,2690,3097,3397,4215,3401,1924,2277,1866,2583,924,1862
"ENSMUSG00000002379","Ndufa11","protein_coding","MGI Symbol",3425,2690,3097,3397,4215,3401,1924,2277,1866,2583,924,1862
"ENSMUSG00000002384","Bmp8b","protein_coding","MGI Symbol",5,1,0,3,0,6,8,9,4,3,4,5
"ENSMUSG00000002393","Nr2f6","protein_coding","MGI Symbol",64,40,73,27,29,27,37,38,30,47,28,33
"ENSMUSG00000002395","Use1","protein_coding","MGI Symbol",1280,1345,1465,786,2579,1150,1237,1224,1181,1646,847,1015
"ENSMUSG00000002396","Ocel1","protein_coding","MGI Symbol",120,62,87,30,47,20,99,80,109,77,69,82
"ENSMUSG00000002409","Dyrk1b","protein_coding","MGI Symbol",374,230,107,310,43,217,430,452,621,280,286,456
"ENSMUSG00000002413","Braf","protein_coding","MGI Symbol",2017,2223,2154,967,2762,2727,2542,2557,1764,1562,2807,2394
"ENSMUSG00000002416","Ndufb2","protein_coding","MGI Symbol",1737,1984,2734,1022,2726,1660,767,671,604,1120,732,730
"ENSMUSG00000002428","Hltf","protein_coding","MGI Symbol",186,106,135,28,171,135,137,118,87,87,135,103
"ENSMUSG00000002455","Prpf6","protein_coding","MGI Symbol",807,723,347,352,966,511,741,756,703,620,566,718
"ENSMUSG00000002458","Rgs19","protein_coding","MGI Symbol",415,305,370,135,240,245,243,216,167,192,137,195
"ENSMUSG00000002459","Rgs20","protein_coding","MGI Symbol",265,240,375,37,231,258,230,144,111,120,177,100
"ENSMUSG00000002475","Abhd3","protein_coding","MGI Symbol",398,147,206,146,213,252,314,245,225,412,198,216
"ENSMUSG00000002477","Snrpd1","protein_coding","MGI Symbol",701,403,712,327,1764,774,364,326,240,623,482,401
"ENSMUSG00000002486","Tchp","protein_coding","MGI Symbol",91,42,55,45,29,57,162,88,142,104,106,152
"ENSMUSG00000002489","Tiam1","protein_coding","MGI Symbol",759,437,245,193,548,274,409,334,480,280,513,468
"ENSMUSG00000002496","Tsc2","protein_coding","MGI Symbol",895,1108,986,734,726,702,1210,1349,1549,1019,638,1284
